titulo,categoria,data,n_palavras,classe_real,previsao_regressao_logistica,previsao_random_forest,acertou_lr,acertou_rf,classe_real_label
É #FAKE que eleitor com menos de 60 anos não poderá votar das 7h às 10h,entretenimento,2020-10-19,64.0,0,0,0,True,True,Fake
Covas descarta lockdown municipal e diz: 'faltou colaboração' com rodízio  ,saúde,2020-05-21,111.0,1,1,1,True,True,Real
Alexandre de Moraes permite acesso de investigados ao inquérito das 'fake news',política,2020-06-02,89.0,1,1,1,True,True,Real
Ministro da Saúde anuncia implantação do método Wolbachia em Campo Grande (MS),saúde,2020-02-14,50.0,1,1,1,True,True,Real
"Caixa de R$ 19,2 bi na pandemia gera embate eleitoral em São Paulo  ",política,2020-11-08,117.0,1,1,1,True,True,Real
"

Coronel da Aeronáutica que não é bolsonarista grava áudio sobre o presidente #boato 
",política,,100.0,0,0,0,True,True,Fake
Vacinas para covid-19 não são capazes de provocar danos genéticos  ,saúde,2020-12-20,95.0,0,0,0,True,True,Fake
"
  Alerta da OMS sobre os testes RT-PCR para covid-19 não é “admissão” de falta de eficácia ",saúde,2020-12-31,77.0,0,0,0,True,True,Fake
É #FAKE cartaz com cronograma de vacinação contra a Covid-19 no estado de SP,saúde,2021-01-26,83.0,0,1,0,False,True,Fake
"

Greta Thunberg pediu para os chineses pararem de usar palitinhos para comer #boato 
",mundo,2020-03-14,28.0,0,0,0,True,True,Fake
"

Vídeo mostra Rio Paraopeba muito poluído e com peixes mortos #boato 
",brasil,2019-02-21,29.0,0,0,0,True,True,Fake
"Maior vencedor da NBA é vacinado contra covid: ""Tiro que não vou bloquear""  ",saúde,2021-02-05,56.0,1,0,0,False,False,Real
Medo de nova onda de coronavírus faz com que países europeus aumentem a vigilância  ,saúde,2020-07-10,92.0,1,1,1,True,True,Real
Vídeo mostra garimpeiros atirando de lancha contra indígenas Yanomamis  ,política,2021-05-11,85.0,1,1,1,True,True,Real
Aras entra com representação contra professor da USP que o criticou  ,política,2021-05-15,94.0,1,1,1,True,True,Real
"

Fiocruz construiu o Parque Industrial de Vacinas (PIVFI) com cientistas de Israel para dar golpe de mestre #boato 
",saúde,2021-03-19,58.0,0,0,0,True,True,Fake
Anvisa aprova prorrogação feita a pedido do Butantan para entrega de estudo sobre criação de anticorpos da CoronaVac ,saúde,2021-03-10,100.0,1,1,1,True,True,Real
Discussão sobre vacina obrigatória leva a corrida de projetos de lei   ,política,2020-10-28,83.0,1,1,1,True,True,Real
É #FAKE que vídeo mostre votos de uma mesma zona eleitoral aparecendo de forma divergente no aplicativo do TSE e no boletim de urna,política,2020-11-26,66.0,0,0,0,True,True,Fake
Boletim de Ações Estratégicas Contra a Covid-19 - 22 de março de 2021,saúde,2021-03-22,25.0,1,1,1,True,True,Real
É #FAKE que planta ao fundo de repórter seja pé de maconha,entretenimento,2020-04-29,51.0,0,0,0,True,True,Fake
"
  Refinarias brasileiras que estavam na Bolívia foram vendidas por 112 milhões de dólares",brasil,,78.0,0,0,0,True,True,Fake
Cinco propostas para retomar economia após coronavírus  ,saúde,2020-04-27,146.0,1,1,1,True,True,Real
É #FAKE que pesquisa revelou que só 6% das mortes atribuídas à Covid-19 nos Estados Unidos foram mesmo causadas pelo coronavírus,mundo,2020-09-02,75.0,0,0,0,True,True,Fake
"

Michigan teve 138 mil votos falsos para Biden e urnas com votos de Trump no lixo #boato 
",mundo,2020-11-09,65.0,0,0,0,True,True,Fake
"Arrecadação federal cai 29,6% em junho, a R$86,258 bi, pior desempenho para o mês desde 2004  ",política,2020-07-23,55.0,1,1,1,True,True,Real
"É #FAKE que vídeo mostre profissionais do Hospital de Messejana, em Fortaleza, comemorando fechamento de ala de Covid-19 por falta de pacientes",brasil,2020-06-23,83.0,0,0,0,True,True,Fake
"Perfil falso de Dias Toffoli no Twitter confunde usuário com ""post oficial""  ",política,2019-11-26,46.0,0,0,1,True,False,Fake
É #FAKE que vídeo mostre mãe de um dos mortos no Jacarezinho segurando e brincando com fuzil,entretenimento,2021-05-10,60.0,0,0,0,True,True,Fake
MP dispensa documentos para empresas pedirem crédito a bancos públicos  ,saúde,2020-04-27,137.0,1,1,1,True,True,Real
"
  Alberto Fernández reforçou as tarefas sanitárias dos militares, não deu a eles um papel na segurança",brasil,2021-04-15,77.0,0,0,0,True,True,Fake
Mortalidade em UTIs públicas para covid-19 é o dobro de hospitais privados  ,saúde,2020-06-21,130.0,1,1,1,True,True,Real
"

Petição Lula Livre contribui para liberdade do ex-presidente Lula #boato 
",política,2019-08-04,31.0,0,0,0,True,True,Fake
"

[Atualizado] Silvio Santos foi internado com suspeita de Covid-19 
",entretenimento,2021-08-13,25.0,0,0,0,True,True,Fake
Centrão espera reforma ministerial e prevê nomes; Onyx voltará ao Planalto  ,política,2021-02-02,61.0,1,1,1,True,True,Real
"Brasil tem 61.884 mortes por coronavírus, diz Ministério da Saúde",saúde,2020-07-02,36.0,1,1,1,True,True,Real
Impeachment: Tribunal nega pedido de Witzel para suspensão de depoimentos  ,política,2020-12-17,84.0,1,1,1,True,True,Real
UOL e Folha sabatinam Covas e Boulos em disputa por Prefeitura de São Paulo  ,política,2020-11-25,40.0,1,1,1,True,True,Real
Deltan diz que ausência de sobrenomes em ação da Lava Jato é 'irrelevante' e que não analisou legalidade de doações a Alcolumbre e Maia,política,2020-07-02,93.0,1,1,1,True,True,Real
 Imagem modificada faz cartaz pró-Bolsonaro virar mensagem falsa sobre Moro  ,política,2019-07-01,43.0,0,0,0,True,True,Fake
"
  Saques de aves e porcos não foram gravados na Argentina, mas durante protestos na Colômbia",brasil,2021-05-19,71.0,0,0,0,True,True,Fake
Texto exagera impacto da covid em resultado eleitoral no Ceará  ,saúde,2020-10-19,30.0,0,0,0,True,True,Fake
Pagamento do novo auxílio emergencial deve começar apenas em abril  ,política,2021-03-12,51.0,1,1,1,True,True,Real
Argentina vai proibir demissões no país pelos próximos 60 dias  ,saúde,2020-03-31,87.0,1,1,1,True,True,Real
"Com correção, dólar sob Bolsonaro não é o mais caro no Plano Real  ",política,2019-11-21,82.0,0,1,1,False,False,Fake
Bolsonaro ignora brigas e diz ter 'os melhores ministros da história do Brasil'  ,política,2020-10-29,131.0,1,1,1,True,True,Real
Estudo aponta presença da covid no país desde novembro de 2019  ,saúde,2021-01-12,108.0,1,1,1,True,True,Real
"

Esposa do ex-ministro Nelson Teich é representante do Remdesivir no Brasil #boato 
",saúde,2020-05-17,72.0,0,0,0,True,True,Fake
"

Coronavírus já existia desde 2014 e China já vacinou população em 2018 e 2019 #boato 
",saúde,2020-11-10,151.0,0,0,0,True,True,Fake
"

Apenas 6% das mortes de pessoas com coronavírus foram, de fato, por Covid-19, mostra pesquisa #boato 
",saúde,2020-09-01,31.0,0,0,1,True,False,Fake
OMS diz que jovens começaram a fumar mais durante pandemia do coronavírus  ,saúde,2020-05-29,134.0,1,1,1,True,True,Real
"

Globo vai entrevistar Lula hoje no Jornal Nacional #boato 
",entretenimento,,46.0,0,0,0,True,True,Fake
É #FAKE tuíte que atribui ao general Heleno frase sobre ex-ministros do governo Bolsonaro,entretenimento,2020-07-29,91.0,0,0,0,True,True,Fake
vídeo mostrar umar “ sereia ” filmar o amazônia verdade,entretenimento,2020-10-17,20.0,0,0,0,True,True,Fake
"

Desinfetante Lysol cura o novo coronavírus e é a prova que a doença já era conhecida #boato 
",saúde,2020-02-06,50.0,0,0,0,True,True,Fake
"

Fim do casamento homossexual é decretado por Tribunal de Estrasburgo #boato 
",mundo,,237.0,0,0,0,True,True,Fake
"

Carlos Ayres Britto diz, em carta, que Moro foi enviado pela esquerda para derrubar Bolsonaro #boato 
",política,2020-05-03,317.0,0,1,0,False,True,Fake
É #FAKE que Senado debate projeto de lei que prevê prisão para religiosos que pregarem em horário noturno,política,2020-06-18,86.0,0,0,0,True,True,Fake
Mandetta sobre saída da Saúde: 'Presidente bateu de frente com a ciência'  ,saúde,2020-04-26,123.0,1,1,1,True,True,Real
"Hidroxicloroquina não funciona preventivamente, conclui estudo clínico  ",saúde,2020-06-05,93.0,1,1,1,True,True,Real
"Lula envia ""boas energias"" a Alberto Fernández, que está com covid-19  ",política,2021-04-03,71.0,1,1,1,True,True,Real
Como troca no comando na Petrobras pôs fim ao flerte de Bolsonaro com o mercado  ,política,2021-03-17,74.0,1,1,1,True,True,Real
TCU dá aval para que governo se responsabilize por eventual efeito adverso de vacinas contra Covid,saúde,2021-03-17,91.0,1,1,1,True,True,Real
Ministério da Saúde prorroga prazo para adesão de municípios ao Saúde na Escola,saúde,2021-02-19,120.0,1,1,1,True,True,Real
"Prevaricação se aplica ao presidente, ao contrário do que disse Bolsonaro  ",política,2021-07-13,81.0,0,0,0,True,True,Fake
"Lira diz que caso Daniel Silveira é ""absolutamente fora da curva""  ",política,2021-02-18,104.0,1,1,1,True,True,Real
"Após espancar a República, Bolsonaro quer convencer que ele é a vítima  ",saúde,2020-05-02,134.0,1,1,1,True,True,Real
La Liga planeja que 197 pessoas participem dos jogos no retorno do torneio  ,saúde,2020-05-18,83.0,1,1,1,True,True,Real
nicolás madurar jogar tonelada alimento ajudar humanitário,entretenimento,2019-02-23,22.0,0,0,0,True,True,Fake
PF abre inquérito para apurar movimentações financeiras de Frederick Wassef  ,política,2020-10-26,51.0,1,1,1,True,True,Real
É falso que urnas eletrônicas sejam fabricadas na Venezuela  ,mundo,2020-10-05,56.0,0,0,0,True,True,Fake
25 dos 27 países da União Europeia já começaram vacinação contra Covid-19 ,ciência,2020-12-28,62.0,1,1,1,True,True,Real
Cloroquina poderá ser usada em casos graves do coronavírus,saúde,2020-03-25,56.0,1,1,1,True,True,Real
"#BoasNotícias02/04: Pacote de R$ 10 bi, ajuda de haitianos, emoção na cura  ",saúde,2020-04-02,144.0,1,1,1,True,True,Real
"
  A mulher que sofreu uma convulsão em um hospital argentino não foi vacinada contra a covid-19",saúde,,72.0,0,0,0,True,True,Fake
"Kátia Abreu sobre chanceler: ""Não adianta trocar Ernesto por Ernesto""  ",política,2021-03-29,59.0,1,1,1,True,True,Real
Twitter vai incluir alertas em tuítes com informações falsas sobre Covid-19,política,2020-05-11,81.0,1,0,0,False,False,Real
"
  Esta gravação não mostra uma fraude nas eleições dos EUA, ela foi feita na Rússia em 2018",política,2020-11-12,55.0,0,0,0,True,True,Fake
"

Pérolas são retiradas da Amazônia e contrabandeadas para a França, mostra vídeo #boato 
",brasil,2019-12-31,31.0,0,0,0,True,True,Fake
"

Idoso ganhador da Mega-Sena da Virada morre sufocado pela namorada #boato 
",brasil,2019-01-14,50.0,0,0,0,True,True,Fake
Carla Araújo: Bolsonaro conta com mudanças no STF para caso de depoimento  ,política,2020-09-18,136.0,1,1,1,True,True,Real
"Isolado em Bangcoc, na Tailândia, brasileiro relata a situação da cidade   ",saúde,2020-03-28,58.0,1,1,1,True,True,Real
"Pontuação, maior prazo para renovar a carteira: o que muda no Código de Trânsito  ",política,2020-10-13,38.0,1,1,1,True,True,Real
O que é Clubhouse? Saiba mais sobre a rede social de conversas por áudio,política,2021-02-08,63.0,1,0,0,False,False,Real
 Parentes de homem que atacou Bolsonaro não trabalharam com petista  ,política,2019-04-01,77.0,0,0,0,True,True,Fake
"

Pneu que não fura é vendido no Japão e decreta o fim dos borracheiros #boato 
",mundo,,13.0,0,0,0,True,True,Fake
Pernambuco já recebeu mais de 13 milhões de Equipamentos de Proteção Individual do Ministério da Saúde,saúde,2020-10-28,114.0,1,1,1,True,True,Real
Não é verdade que fábricas estejam trocando a Argentina pelo Brasil  ,mundo,2019-11-08,74.0,0,0,0,True,True,Fake
"Brasil tem 119.509 mortes por coronavírus, diz Ministério da Saúde",saúde,2020-08-28,23.0,1,1,1,True,True,Real
Veja o que é #FATO ou #FAKE nas declarações dos candidatos à Prefeitura de Belo Horizonte na 5ª semana de campanha,política,2020-10-30,50.0,0,0,0,True,True,Fake
Mandetta expõe discórdia com Bolsonaro e diz à CPI que ciência foi ignorada  ,política,2021-05-04,184.0,1,1,1,True,True,Real
"Senador que substituiu Juíza Selma, a 'Moro de saias', está com covid-19  ",saúde,2020-06-18,153.0,1,1,1,True,True,Real
Vacina: Unifesp prevê bons resultados no início de 2021 e registro em junho  ,saúde,2020-07-15,88.0,1,1,1,True,True,Real
É #FAKE que tendas de triagem da Unicamp para Covid-19 foram desmontadas por falta de pacientes,ciência,2020-05-11,97.0,0,0,0,True,True,Fake
É #FAKE que fotos e vídeos mostrem produtos mofados em shopping de São Paulo durante a quarentena,brasil,2020-05-20,113.0,0,0,0,True,True,Fake
redar tv mostrar fraudar o eleição norte-americanas e eleitor nascer,política,,35.0,0,0,0,True,True,Fake
Pesquisadores chineses lançam segunda fase de testes de vacina contra Covid-19 em seres humanos,ciência,2020-06-21,132.0,1,1,1,True,True,Real
"
  O público levou, sim, bandeiras do Brasil à posse presidencial de Lula em 2003",brasil,,67.0,0,0,0,True,True,Fake
"La Liga decide retomar campeonato Espanhol em 12 de junho, diz jornal  ",saúde,2020-05-10,112.0,1,1,1,True,True,Real
É #FAKE que promotor de MT mandou prender menina que atirou em garimpeiro,entretenimento,2019-10-04,67.0,0,0,0,True,True,Fake
Como Damares Alves saiu de ministra 'periférica' a figura central do bolsonarismo  ,política,2020-09-03,147.0,1,1,1,True,True,Real
Comissária da ONU cobra que governo do Brasil dê exemplo na luta contra a pandemia  ,saúde,2020-12-09,78.0,1,1,1,True,True,Real
"'Bolsonaro errou e se omitiu na pandemia', diz Renan Calheiros, apontado como relator da CPI",brasil,,189.0,1,1,1,True,True,Real
"Itália totaliza mais de 60 mil mortes por covid, com 564 nas últimas 24 horas  ",saúde,2020-12-06,77.0,1,1,1,True,True,Real
"

China cancelou transações em dólar na Bolsa de Valores e abalou o mundo #boato 
",mundo,2020-05-04,195.0,0,1,1,False,False,Fake
É #FAKE mensagem que circula em Guarulhos convocando cadastro em UBS para receber vacina ,saúde,2021-02-02,48.0,0,0,0,True,True,Fake
"Américas foram responsáveis por 64% das novas mortes por Covid-19 em todo o mundo na última semana, diz Opas",ciência,2020-07-14,80.0,1,1,1,True,True,Real
"

Arthur Lira fraudou a votação sobre voto impresso na Câmara #boato 
",política,2021-08-17,34.0,0,0,0,True,True,Fake
"'Me identificava como jornalista e ninguém ouvia', diz fotógrafo agredido  ",política,2021-03-16,37.0,1,1,1,True,True,Real
Governo prorroga prazo para pagamento de auxílio ao setor cultural  ,saúde,2020-12-29,104.0,1,1,1,True,True,Real
"

Corpo de homem e vaca são achados em estação da Cedae e não se deve beber água da torneira #boato 
",brasil,2021-05-28,65.0,0,0,0,True,True,Fake
fake nóis o fake news envolver o carnaval,política,2020-02-25,11.0,0,0,0,True,True,Fake
Jair Bolsonaro confunde bagunça com atividade  ,política,2020-09-29,137.0,1,1,0,True,False,Real
Osmar Terra publica fake news sobre coronavirus no twitter  ,saúde,2020-04-02,94.0,1,1,1,True,True,Real
"Bolsonaro não ""bateu recorde"" de despesas com cartão corporativo  ",política,2019-10-31,77.0,0,0,0,True,True,Fake
Bolsonaro sobrevoa áreas atingidas por ciclone em Santa Catarina  ,política,2020-07-04,109.0,1,1,1,True,True,Real
"Chile suspende demissões, mas permite corte de salários por coronavírus  ",saúde,2020-04-01,86.0,1,1,1,True,True,Real
o acesso o o site xvideos “ cancelar ” o brasil setembro,entretenimento,,13.0,0,0,0,True,True,Fake
Indicado ao STF liberou estrada em parque ecológico; desmatamento explodiu  ,política,2020-10-02,91.0,1,1,1,True,True,Real
"Macacos infectados com coronavírus se tornam imunes após cura, indicam pesquisas dos EUA",ciência,2020-05-20,84.0,1,1,1,True,True,Real
É #FAKE que revista Time publicou charge em que Bolsonaro aparece como soldado 'protegendo o Brasil',mundo,2019-05-20,71.0,0,0,0,True,True,Fake
"

Ative videochamadas no WhatsApp e Wi-Fi grátis por convite #boato 
",entretenimento,,9.0,0,0,0,True,True,Fake
"
  Álcool em gel é inflamável; especialistas recomendam usar água e sabão em casa",saúde,,108.0,0,0,0,True,True,Fake
tre alterar o resultar candidato 3.033 voto belford roxo rj,política,2020-11-22,18.0,0,0,0,True,True,Fake
É #FAKE imagem que mostra ex-ministro Joaquim Barbosa rasgando exemplar da Constituição,política,2020-12-03,61.0,0,0,0,True,True,Fake
Bares e restaurantes só poderão abrir durante o dia em São Paulo durante flexibilização da quarentena,saúde,2020-06-30,108.0,1,1,1,True,True,Real
o medir provisório suspender o pagamento aposentadoria idoso flagrar o ruir,saúde,2020-03-20,33.0,0,0,0,True,True,Fake
"

Príncipe Charles beijou um rapaz e é gay #boato 
",entretenimento,,15.0,0,0,0,True,True,Fake
"Sem experiência na saúde, Wizard quer cloroquina e fala em ajudar na gestão  ",saúde,2020-06-06,110.0,1,1,1,True,True,Real
morte coronavírus cair manaus o visitar ministrar saudar,política,2020-05-10,20.0,0,0,0,True,True,Fake
MP recomenda que Prefeitura não distribua ozônio em tratamento de covid  ,saúde,2020-08-04,115.0,1,1,1,True,True,Real
Cadeia superlotada registra primeiro caso de covid-19 em preso no Ceará  ,saúde,2020-04-08,76.0,1,1,1,True,True,Real
É #FAKE que vídeo mostre crianças deitadas no chão com dor por causa do coronavírus na China,entretenimento,2020-02-28,104.0,0,0,0,True,True,Fake
"

Onça e vaca fazem amizade e são fotografadas em fazenda de Mato Grosso #boato 
",brasil,2020-08-04,73.0,0,0,0,True,True,Fake
Veja o que é #FATO ou #FAKE nas declarações dos candidatos à Prefeitura do Rio na 6ª semana de campanha,política,2020-11-06,62.0,0,0,0,True,True,Fake
É #FAKE que foto de prédio pichado mostre imóvel dentro da USP,entretenimento,2019-05-14,61.0,0,0,0,True,True,Fake
"Coronavírus: covid-19 já mata mais por dia que a tuberculose, doença infecciosa mais letal do mundo  ",saúde,2020-04-02,75.0,1,1,1,True,True,Real
"Como votar nas eleições: um guia com horário, regras e cargos disputados  ",política,2020-11-13,41.0,1,1,0,True,False,Real
É #FAKE que vídeo mostre governador do Piauí em festa durante a pandemia da Covid-19,saúde,2020-05-22,73.0,0,0,0,True,True,Fake
Dois em cada cinco candidatos declaram não ter nenhum bem nestas eleições; 2% são milionários,política,2020-09-30,81.0,1,1,1,True,True,Real
Conselho abre processo de cassação contra Silveira e o afasta do órgão  ,política,2021-02-24,43.0,1,1,1,True,True,Real
Veja o que é #FATO ou #FAKE nas declarações dos candidatos à Prefeitura de SP na 5ª semana de campanha,política,2020-10-31,58.0,0,0,0,True,True,Fake
"

Doria vai decretar lockdown total após o Dia das Mães em São Paulo #boato 
",política,2021-04-29,31.0,0,0,0,True,True,Fake
Cruzeiros voltam em Veneza após mais de 1 ano sem viagens por restrições da pandemia,saúde,2021-06-03,69.0,1,1,1,True,True,Real
"MPF diz que provas contra Witzel são extensas: ""não tem motivação política""  ",política,2020-08-28,93.0,1,1,1,True,True,Real
Rio registra 147 mortes por covid-19 em 24h; total de óbitos chega a 23.887  ,saúde,2020-12-15,42.0,1,1,1,True,True,Real
É verdadeiro vídeo publicado por Bolsonaro e que mostra comboio levando alimentos para Araraquara,saúde,2021-05-06,45.0,0,0,0,True,True,Fake
"Festa virtual, comida delivery e um raro reencontro: especialistas contam como será o Dia das Mães",ciência,2021-05-08,88.0,1,1,1,True,True,Real
umar jovem revelar pai e viciar n,saúde,2019-05-19,41.0,0,0,0,True,True,Fake
“ kit covid-19 ” parir combater o coronavírus verdadeiro falsar,política,2020-05-19,4.0,0,0,0,True,True,Fake
"Sala que Lula usa na PF em Curitiba não é ""gabinete exclusivo""  ",política,2019-10-22,56.0,0,0,0,True,True,Fake
Governador de SC vê tentativa de 'desgaste' após 2º pedido de impeachment  ,política,2020-09-04,97.0,1,1,1,True,True,Real
adolescente morrer vacinar o covid-19 paulo,saúde,2020-09-14,19.0,0,0,0,True,True,Fake
"
  Até 2030, a ONU planeja que todos tenham identidade legal, o que não inclui chips",ciência,,48.0,0,0,0,True,True,Fake
"

Boneca androide chinesa se parece com criança real, mostra vídeo #boato 
",entretenimento,2019-11-26,30.0,0,0,0,True,True,Fake
"Por imunidade de rebanho, Bolsonaro mandou país à morte, diz membro da CPI  ",política,2021-04-26,56.0,1,1,1,True,True,Real
"ONG Médicos Sem Fronteiras luta pela quebra de patentes das vacinas contra a Covid-19: ""questão moral e humanitária""  ",saúde,2021-02-25,123.0,1,1,1,True,True,Real
"

Carro da Globo foi depredado ontem (2019) em São Conrado (Rio de Janeiro) #boato 
",brasil,2019-09-21,60.0,0,0,0,True,True,Fake
Trump anuncia liberação de uso de plasma em tratamento contra Covid-19 nos EUA,saúde,2020-08-23,79.0,1,1,1,True,True,Real
New York Times chama Bolsonaro de notório vilão; WSJ também usa tom crítico  ,política,2021-04-22,58.0,1,1,1,True,True,Real
"

Ataque ao Porta dos Fundos foi forjado por Fábio Porchat #boato 
",entretenimento,2019-12-26,93.0,0,0,0,True,True,Fake
"AirPods Max, novos fones de ouvido sem fio da Apple, custam R$ 6.899 no Brasil",política,2020-12-08,89.0,1,1,1,True,True,Real
Eleitor tem até esta semana para justificar ausência no 1º turno  ,política,2021-01-11,59.0,1,1,1,True,True,Real
"10 receitas de macarrão para variar o cardápio: pesto, na pressão e mais  ",saúde,2020-05-22,60.0,1,1,0,True,False,Real
Juiz dá a Lula acesso a mensagens da Operação Spoofing  ,política,2021-01-05,142.0,1,1,1,True,True,Real
É #FAKE mensagem que lista novas vias com rodízio de veículos em SP,entretenimento,2020-01-30,43.0,0,0,0,True,True,Fake
Pfizer espera avançar em negociação com governo após registro na Anvisa  ,saúde,2021-02-23,67.0,1,1,1,True,True,Real
"Governo se comprometeu a comprar toda a demanda necessária de vacinas, diz Wellington Dias  ",saúde,2020-12-08,112.0,1,1,1,True,True,Real
"À espera da CoronaVac, Indonésia encomendará vacinas da Pfizer e da AstraZeneca  ",saúde,2020-12-29,54.0,1,1,1,True,True,Real
"Expectativa para a vacina deve ser realista, diz neurocientista Miguel Nicolelis  ",saúde,2020-08-07,38.0,1,1,1,True,True,Real
"

Sargento Manoel Silva Rodrigues, preso com cocaína na Espanha, é filiado ao PSL #boato 
",política,2019-06-27,31.0,0,0,0,True,True,Fake
Covid: Arthur Weintraub insinua fraude sobre mortes com dado desatualizado  ,saúde,2020-08-20,138.0,1,1,1,True,True,Real
Inteligência artificial contra a covid-19  ,saúde,2020-08-04,17.0,1,0,0,False,False,Real
"Senador Arolde de Oliveira é internado com Covid-19, diz assessoria",política,2020-10-05,91.0,1,1,1,True,True,Real
F1 esvaziará grid pré-largada e pode ficar sem pódio por causa da covid-19  ,saúde,2020-06-12,99.0,1,1,1,True,True,Real
Imagem de repórter com traje de proteção contra o coronavírus é tirada de contexto para atacar a mídia,saúde,2020-03-25,13.0,0,0,0,True,True,Fake
General Heleno divulga resultado negativo em segundo teste para covid-19  ,saúde,2020-03-31,66.0,1,1,1,True,True,Real
É #FAKE que máscaras de tecido sejam ineficazes contra o coronavírus e que apenas trajes cobrindo o corpo todo protejam da Covid-19,ciência,2020-07-27,84.0,0,0,0,True,True,Fake
morador indaiatuba drone fogo artifício parir acabar festa,entretenimento,2019-07-15,41.0,0,0,0,True,True,Fake
menino pedir o minecraft parir o avô ganhar natal o livrar “ mein kampf ” verdade,entretenimento,2019-12-31,43.0,0,0,0,True,True,Fake
"Sergipe recebe mais 31,2 mil doses de vacinas covid-19",saúde,2021-04-22,181.0,1,1,1,True,True,Real
vídeo barco apoiadores donald trump fogo verdadeiro falsar,mundo,,24.0,0,0,0,True,True,Fake
"Grau de imunização gerada pelo coronavírus é enigma para cientistas, mostram estudos do Pasteur  ",saúde,2020-04-24,143.0,1,1,1,True,True,Real
TCU pede informações sobre ações do Ministério da Saúde contra variantes do coronavírus ,ciência,2021-02-05,90.0,1,1,1,True,True,Real
Veja o que é #FATO ou #FAKE nas declarações do ex-ministro Pazuello na CPI da Covid,política,2021-05-19,60.0,0,0,0,True,True,Fake
"Até o momento, 37 médicos morreram de covid-19 na Itália  ",saúde,2020-03-26,44.0,1,1,1,True,True,Real
Políticos lamentam piora de Bruno Covas e quadro irreversível  ,política,2021-05-14,78.0,1,1,1,True,True,Real
"Sem dinheiro, NY pode ter que dispensar servidores que combatem a covid-19  ",saúde,2020-05-06,92.0,1,1,1,True,True,Real
Toffoli suspende investigações da Lava Jato sobre senador José Serra,política,2020-07-29,108.0,1,1,1,True,True,Real
Príncipe Charles deixa isolamento após confirmação de coronavírus  ,saúde,2020-03-30,70.0,1,1,1,True,True,Real
"Modelo de compensação a Estados por perda de imposto é irresponsabilidade e cheque em branco, diz Guedes  ",saúde,2020-04-13,61.0,1,1,1,True,True,Real
"

Vendedor ambulante de açaí morreu após ser abordado pela polícia em São Paulo #boato 
",brasil,2021-01-24,30.0,0,0,0,True,True,Fake
"

Indulto de Natal libera 27 mil presos temporariamente nas ruas #boato 
",brasil,2020-12-22,33.0,0,0,0,True,True,Fake
"Coronavírus leva em média 30 dias para desaparecer do corpo, mostra estudo italiano",ciência,2020-09-03,86.0,1,1,1,True,True,Real
Exame de presidente do STJ dá negativo para o novo coronavírus ,política,2020-03-21,81.0,1,1,1,True,True,Real
"Na beira do colapso, RN tem quase todos os leitos ocupados  ",saúde,2020-06-03,107.0,1,1,1,True,True,Real
Dois turnos e Neymar: saiba como tem sido quarentena de Lucas Lima  ,saúde,2020-04-20,125.0,1,1,1,True,True,Real
"

Fox News faz homenagem a Bolsonaro em vídeo sobre presidente do Brasil #boato 
",mundo,2018-12-21,13.0,0,0,0,True,True,Fake
"Vídeo compara, erroneamente, pesquisadores que estudam covid-19",saúde,2020-07-10,24.0,0,0,0,True,True,Fake
vídeo mostrar papar noel pendurar helicóptero desgovernar verdade,entretenimento,2020-12-23,29.0,0,0,0,True,True,Fake
"Ex-presidente da CBDA, Coaracy Nunes morre após pegar coronavírus  ",saúde,2020-05-14,158.0,1,1,1,True,True,Real
É #FAKE que vídeo mostre Mandetta ao lado de Gilmar Mendes em Lisboa ,política,2020-07-10,112.0,0,0,0,True,True,Fake
"

Denílson é flagrado em briga com travesti após programa não pago #boato 
",entretenimento,2020-04-06,35.0,0,0,0,True,True,Fake
Covid-19 deve mudar matriz energética e forçar o olhar contra desigualdades  ,saúde,2020-04-22,143.0,1,1,1,True,True,Real
"É #FAKE que vídeo mostre posto com gasolina a R$ 2,62 no Paraguai em 2021",mundo,2021-02-27,64.0,0,0,0,True,True,Fake
Agência Espacial Brasileira zera orçamento do Inpe para pesquisa em 2021  ,política,2020-08-17,68.0,1,1,1,True,True,Real
Site usa texto sobre boa aprovação de Lula para tratar de apoio a Bolsonaro  ,política,2020-07-16,65.0,0,0,0,True,True,Fake
"Com dirigentes presos no Rio, Iabas administra mais de 80 serviços na saúde de São Paulo  ",saúde,2020-07-24,132.0,1,1,1,True,True,Real
'Toque de restrição' de Doria será pouco efetivo contra mortes por covid  ,saúde,2021-02-24,84.0,1,1,1,True,True,Real
É #FAKE que fotos mostrem obras concluídas em 18 meses de governo Bolsonaro,brasil,2020-07-03,48.0,0,0,0,True,True,Fake
"

STF autorizou o monitoramento de chamadas e mensagens no WhatsApp a partir de amanhã #boato 
",entretenimento,2020-07-12,116.0,0,0,0,True,True,Fake
"Itália tem 79 mortes e mais de 2,5 mil infecções por covid-19  ",saúde,2020-03-03,83.0,1,1,1,True,True,Real
"Após ser criticado, Ricardo Salles chama Maia de ""Nhonho"" no Twitter  ",política,2020-10-28,60.0,1,1,1,True,True,Real
"

Diretor do hospital São José de Fortaleza alerta que todos devem estocar comida por causa do coronavírus #boato 
",saúde,2020-03-01,131.0,0,0,0,True,True,Fake
baderneiros petistas atear fogo aldear indígena o amazônia,política,2019-08-25,2.0,0,0,0,True,True,Fake
sombra umar criança pulverizar pelar bomba atômica nagasaki verdade,entretenimento,2020-09-27,51.0,0,0,0,True,True,Fake
